"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-15","6.71",",,W","0.02",",,W,2400","58","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-16","6.71",",,W","0.13",",,W,2400","57","H,,S","    1",",,W","    1",",,W",,,,,"    1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-17","12.53",",,W","0.05",",,W,2400","56","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-18","5.82",",,W","0.00",",,W,2400","59","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-19","6.04",",,W","0.00",",,W,2400","62","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-20","8.28",",,W","0.05",",,W,2400","58","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-21","6.71",",,W","0.02",",,W,2400","54","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-22","5.37",",,W","0.00",",,W,2400","60","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-23","7.16",",,W","0.00",",,W,2400","63","H,,S","    1",",,W","    1",",,W",,,,,"    1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-24","10.96",",,W","0.00","T,,W,2400","60","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-25","7.61",",,W","0.19",",,W,2400","54","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-26","7.83",",,W","0.00",",,W,2400","56","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-27","7.61",",,W","0.00",",,W,2400","65","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-28","7.61",",,W","0.00",",,W,2400","60","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-29","5.59",",,W","0.00",",,W,2400","59","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-30","4.03",",,W","0.00",",,W,2400","60","H,,S","    1",",,W","    1",",,W",,,,,"    1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-31","4.92",",,W","0.00",",,W,2400","63","H,,S","    1",",,W","    1",",,W",,,,,"    1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-01","6.04",",,W","0.00",",,W,2400","62","H,,S","    1",",,W",,,,,,,"    1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-02","6.93",",,W","0.00",",,W,2400","63","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-03","7.38",",,W","0.00",",,W,2400","60","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-04","5.37",",,W","0.00",",,W,2400","60","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-05","9.17",",,W","0.00","T,,W,2400","60","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-06","11.86",",,W","0.01",",,W,2400","56","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-07","11.86",",,W","0.10",",,W,2400","56","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-08","8.28",",,W","0.00",",,W,2400","55","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-09","10.07",",,W","0.00",",,W,2400","61","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-10","9.40",",,W","0.00",",,W,2400","65","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-11","11.86",",,W","0.00",",,W,2400","70","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-12","5.82",",,W","0.00",",,W,2400","78","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-13","8.05",",,W","0.00",",,W,2400","73","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-14","7.38",",,W","0.00",",,W,2400","62","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-15","4.92",",,W","0.00",",,W,2400","61","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-16","4.70",",,W","0.00",",,W,2400","62","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-17","6.04",",,W","0.00",",,W,2400","63","H,,S","    1",",,W",,,,,,,"    1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-18","6.49",",,W","0.21",",,W,2400","63","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-19","9.62",",,W","0.08",",,W,2400","59","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-20","8.50",",,W","0.41",",,W,2400","57","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-21","8.50",",,W","0.00",",,W,2400","60","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-22","7.83",",,W","0.00",",,W,2400","60","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-23","7.38",",,W","0.00",",,W,2400","60","H,,S","    1",",,W",,,,,,,"    1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-24","6.04",",,W","0.00","T,,W,2400","58","H,,S","    1",",,W",,,,,,,"    1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-25","6.71",",,W","0.00",",,W,2400","62","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-26","6.26",",,W","0.01",",,W,2400","62","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-27","9.40",",,W","0.08",",,W,2400","61","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-28","7.61",",,W","0.00",",,W,2400","61","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-29","6.49",",,W","0.00",",,W,2400","64","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-06-30","7.61",",,W","0.00",",,W,2400","68","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-01","7.16",",,W","0.00",",,W,2400","71","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-02","6.93",",,W","0.43",",,W,2400","62","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-03","4.70",",,W","0.00","T,,W,2400","59","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-04","5.14",",,W","0.00",",,W,2400","63","H,,S","    1",",,W",,,,,,,"    1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-05","6.49",",,W","0.00",",,W,2400","63","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-06","6.04",",,W","0.00",",,W,2400","63","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-07","6.71",",,W","0.00","T,,W,2400","63","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-08","4.70",",,W","0.00","T,,W,2400","63","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-09","4.25",",,W","0.17",",,W,2400","67","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-10","5.37",",,W","0.17",",,W,2400","65","H,,S","    1",",,W",,,,,,,"    1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-11","4.92",",,W","0.00",",,W,2400","66","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-12","6.93",",,W","0.00",",,W,2400","69","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-13","6.71",",,W","0.00",",,W,2400","69","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-14","5.82",",,W","0.00",",,W,2400","68","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-15","6.26",",,W","0.02",",,W,2400","68","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-16","6.71",",,W","0.00",",,W,2400","68","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-17","12.08",",,W","0.13",",,W,2400","67","H,,S","    1",",,W",,,,,,,"    1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-18","8.72",",,W","0.20",",,W,2400","63","H,,S","    1",",,W",,,,,,,"    1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-19","7.61",",,W","0.03",",,W,2400","61","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-20","8.28",",,W","0.00",",,W,2400","65","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-21","5.82",",,W","0.00",",,W,2400","71","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-22","5.82",",,W","0.00",",,W,2400","71","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-23","7.61",",,W","0.00",",,W,2400","66","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-24","8.50",",,W","0.00",",,W,2400","65","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-25","8.50",",,W","0.00",",,W,2400","70","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-26","8.05",",,W","0.00",",,W,2400","73","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-27","10.74",",,W","0.00",",,W,2400","70","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-28","9.62",",,W","0.00",",,W,2400","69","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-29","5.82",",,W","0.00",",,W,2400","70","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-30","5.82",",,W","0.00",",,W,2400","66","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-07-31","4.25",",,W","0.00",",,W,2400","69","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-01","7.83",",,W","0.00",",,W,2400","71","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-02","7.83",",,W","0.37",",,W,2400","71","H,,S","    1",",,W",,,,,,,"    1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-03","9.62",",,W","0.00",",,W,2400","71","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-04","7.61",",,W","0.00",",,W,2400","72","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-05","5.82",",,W","0.00",",,W,2400","75","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-06","5.37",",,W","0.00",",,W,2400","68","H,,S","    1",",,W","    1",",,W",,,,,"    1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-07","7.38",",,W","0.00",",,W,2400","67","H,,S","    1",",,W",,,,,,,"    1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-08","7.16",",,W","0.00",",,W,2400","65","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-09","5.82",",,W","0.00",",,W,2400","66","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-10","4.92",",,W","0.38",",,W,2400","66","H,,S","    1",",,W",,,,,,,"    1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-11","8.72",",,W","0.00",",,W,2400","66","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-12","4.92",",,W","0.00",",,W,2400","67","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-13","4.92",",,W","0.00",",,W,2400","71","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-14","5.14",",,W","0.00",",,W,2400","73","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-15","6.04",",,W","0.00",",,W,2400","69","H,,S","    1",",,W",,,,,,,"    1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-16","7.38",",,W","0.00",",,W,2400","66","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-17","5.59",",,W","0.00",",,W,2400","65","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-18","4.47",",,W","0.00",",,W,2400","66","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-19","6.49",",,W","0.00",",,W,2400","67","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-20","6.04",",,W","0.00",",,W,2400","67","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-21","6.04",",,W","0.30",",,W,2400","66","H,,S","    1",",,W",,,,,,,"    1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-22","4.47",",,W","0.08",",,W,2400","61","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-23","5.82",",,W","0.00",",,W,2400","64","H,,S","    1",",,W",,,,,,,"    1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-24","7.83",",,W","0.00",",,W,2400","65","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-25","7.16",",,W","0.00",",,W,2400","67","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-26","11.41",",,W","0.00",",,W,2400","67","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-27","11.63",",,W","0.00",",,W,2400","70","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-28","7.16",",,W","0.00",",,W,2400","75","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-29","8.50",",,W","0.07",",,W,2400","71","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-30","5.82",",,W","0.00",",,W,2400","67","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-08-31","4.92",",,W","0.00","T,,W,2400","69","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-09-01","5.82",",,W","0.00",",,W,2400","70","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-09-02","6.93",",,W","0.00",",,W,2400","69","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-09-03","5.14",",,W","0.00",",,W,2400","69","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-09-04","6.49",",,W","0.00",",,W,2400","67","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-09-05","6.71",",,W","0.00",",,W,2400","68","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-09-06","7.83",",,W","0.00",",,W,2400","69","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-09-07","5.59",",,W","0.59",",,W,2400","65","H,,S","    1",",,W",,,"    1",",,W",,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-09-08","8.05",",,W","0.04",",,W,2400","63","H,,S","    1",",,W",,,,,,,"    1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-09-09","6.93",",,W","0.29",",,W,2400","62","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-09-10","4.47",",,W","0.00",",,W,2400","62","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-09-11","5.59",",,W","0.00",",,W,2400","63","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-09-12","8.50",",,W","0.24",",,W,2400","67","H,,S","    1",",,W",,,"    1",",,W",,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-09-13","10.74",",,W","0.00",",,W,2400","66","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-09-14","8.50",",,W","0.05",",,W,2400","64","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-09-15","8.50",",,W","0.44",",,W,2400","61","H,,S","    1",",,W",,,,,,,"    1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-09-16","7.38",",,W","0.09",",,W,2400","59","H,,S","    1",",,W",,,,,,,"    1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-09-17","8.50",",,W","0.65",",,W,2400","59","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-09-18","5.82",",,W","0.10",",,W,2400","59","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-09-19","3.58",",,W","0.04",",,W,2400","60","H,,S","    1",",,W",,,,,,,"    1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-09-20","4.70",",,W","0.00","T,,W,2400","62","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-09-21","5.37",",,W","0.00",",,W,2400","62","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-09-22","7.38",",,W","0.24",",,W,2400","62","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-09-23","10.74",",,W","0.12",",,W,2400","59","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-09-24","8.05",",,W","0.00","T,,W,2400","61","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-09-25","6.71",",,W","0.00",",,W,2400","62","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-09-26","9.62",",,W","0.16",",,W,2400","63","H,,S","    1",",,W",,,,,,,"    1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-09-27","9.62",",,W","0.14",",,W,2400","58","H,,S","    1",",,W",,,,,"    1",",,W",,,,
